,serious_dlqin2yrs,revolving_utilization_of_unsecured_lines,age,number_of_time30-59_days_past_due_not_worse,debt_ratio,monthly_income,number_of_open_credit_lines_and_loans,number_of_times90_days_late,number_real_estate_loans_or_lines,number_of_time60-89_days_past_due_not_worse,number_of_dependents
39724,0,0.027276015,78,0,0.001349966,40000.0,6,0,0,0,0.0
35511,0,0.155525949,42,0,0.892586773,7000.0,13,0,4,0,3.0
55131,0,0.037098763,76,0,0.397150712,4000.0,5,0,1,0,0.0
12359,0,0.0,65,0,0.0,2971.0,2,0,0,0,0.0
90659,0,0.711169722,30,2,0.4098990870000001,8323.0,12,0,1,0,7.0
145625,0,0.191078269,44,0,0.01689831,10000.0,2,0,0,0,3.0
135376,0,0.14586768,49,0,0.2681463709999999,5000.0,4,0,2,0,0.0
141236,0,0.097158272,58,0,0.024790084,2500.0,5,0,0,0,1.0
71895,0,0.5525728789999999,64,1,1335.0,0.0,10,0,1,0,0.0
123521,0,0.7758503319999999,39,0,0.462065188,3650.0,9,0,0,0,1.0
76063,0,0.336398499,35,0,0.1342322099999999,6674.0,5,0,0,0,1.0
104013,0,0.0,45,0,0.841406654,5800.0,12,0,2,0,0.0
105825,0,0.8828394209999999,56,0,0.050312791,7512.0,6,0,0,0,0.0
17698,0,0.0229219979999999,67,0,0.0032566449999999,9518.0,9,0,0,0,0.0
512,0,0.500234532,46,0,0.278025952,4700.0,10,0,1,0,1.0
101693,0,0.313694296,48,0,0.1654128309999999,21400.0,23,0,1,0,3.0
87647,0,0.06538083,52,0,0.462457338,3515.0,12,0,1,0,1.0
107640,0,0.9999999,72,0,0.249821556,1400.0,3,1,0,0,0.0
61111,0,0.1267082519999999,59,0,0.612241798,6583.0,9,0,2,0,0.0
75249,0,0.0,41,0,0.2325383729999999,20000.0,10,0,1,0,3.0
126243,0,0.0710736909999999,57,0,0.1900561349999999,4987.0,12,0,1,0,1.0
49272,0,0.7065704959999999,62,0,5.303312778,13945.0,14,0,2,0,0.0
35412,0,0.9999999,71,0,0.2291506849999999,9124.0,3,0,2,0,0.0
7128,0,0.3319631639999999,43,0,0.262207846,9583.0,9,0,1,0,0.0
72161,0,0.0075363449999999,64,0,0.243027888,250.0,10,0,0,0,0.0
104749,0,0.014453696,63,0,0.20236778,9037.0,13,0,1,0,1.0
6339,0,0.054811915,47,0,0.171767645,1600.0,4,0,0,0,0.0
19892,1,0.272762624,51,0,0.042381355,13000.0,7,0,0,0,0.0
38418,0,0.0,31,0,0.0678083979999999,11502.0,4,0,1,0,0.0
87593,1,0.013347263,52,0,0.005909389,3045.0,6,0,0,0,0.0
19749,0,0.0,50,0,0.0955872549999999,7500.0,7,0,0,0,2.0
105637,0,0.211938232,59,0,2678.0,0.0,17,0,2,0,0.0
96196,1,0.962700386,44,0,0.199446367,7224.0,6,0,0,0,4.0
48951,0,0.242750137,70,1,0.1889813489999999,17424.0,10,0,2,0,3.0
117727,0,0.026189806,31,3,0.2895368369999999,8333.0,5,0,2,1,0.0
76973,0,0.0,28,0,0.097034116,5832.0,8,0,0,0,0.0
27531,0,0.2650908269999999,45,0,0.076866667,29999.0,4,0,1,0,1.0
66386,0,0.4666013649999999,55,0,0.298485445,10167.0,12,0,2,0,0.0
44519,0,0.2034188849999999,41,0,0.486360192,7917.0,5,0,1,0,1.0
85928,0,0.061587682,45,1,0.368909513,6033.0,9,0,1,0,0.0
52374,0,0.139689915,35,1,0.863568216,2000.0,12,0,2,2,3.0
42604,0,0.9999999,42,1,0.254372814,2000.0,4,1,0,0,1.0
36288,0,0.005992603,65,0,0.003428082,7000.0,19,0,0,0,0.0
33221,0,0.576582229,30,0,0.5187787079999999,3700.0,8,0,1,0,1.0
125310,0,0.3838078899999999,48,0,0.3645725229999999,12526.0,13,0,2,0,1.0
69356,0,0.137343133,53,0,0.199480814,12326.0,3,0,1,0,2.0
73344,0,0.3450450139999999,28,0,948.0,0.0,14,0,0,0,0.0
73980,0,0.2563395729999999,65,0,0.358245831,4856.0,12,0,1,0,1.0
144806,0,0.0254490739999999,71,0,0.0825478429999999,3500.0,8,0,0,0,1.0
19915,0,0.915557432,64,0,1.489742241,1900.0,6,0,1,0,4.0
82506,0,0.9999999,26,0,0.2668412279999999,4200.0,4,0,0,0,0.0
54287,0,0.227752472,36,0,0.489371125,6773.0,6,0,2,0,2.0
65016,1,0.9575464840000002,50,1,0.791512294,2968.0,13,2,1,1,0.0
131740,0,0.0594115969999999,34,0,0.207868304,3583.0,7,0,0,0,1.0
121538,0,0.309508282,55,0,0.1917260339999999,8000.0,5,0,1,0,3.0
21703,0,0.966806639,45,0,0.3687707639999999,2106.0,4,0,1,0,2.0
35032,0,0.249461748,26,0,0.8823529409999998,764.0,4,0,0,0,0.0
10113,0,0.27933541,40,0,0.4923553319999999,5166.0,10,0,1,0,2.0
14871,0,0.01589841,30,0,0.464724364,3500.0,10,0,1,0,0.0
36783,0,0.6241862959999999,49,4,0.414265983,10135.0,13,0,1,0,4.0
112836,0,0.9999999,63,0,0.325005678,13208.0,4,0,2,0,0.0
143742,1,0.009299768,58,0,0.065789474,18467.0,7,0,2,0,2.0
52004,0,0.629417327,67,0,1.136847572,3850.0,23,0,1,0,0.0
110077,0,0.06697285,54,0,0.3318522629999999,3600.0,3,0,1,0,0.0
112952,0,0.6879214959999999,62,0,0.465639631,6620.0,7,0,2,0,0.0
16249,0,0.016279211,39,0,1.159946684,3000.0,9,0,4,0,0.0
21693,0,0.9999999,61,0,6.044520548,583.0,3,0,2,0,0.0
87739,0,0.5487358749999999,35,2,0.2582951419999999,5454.0,10,0,2,0,1.0
123238,0,0.059547107,54,0,0.279114418,16666.0,7,0,1,0,0.0
33143,0,0.678317829,40,0,0.3514560679999999,8000.0,15,0,1,0,1.0
95777,0,1.00779844,57,0,0.5063358909999999,5602.0,6,0,2,0,0.0
108261,0,0.0092648109999999,49,0,0.4078834619999999,3500.0,13,0,0,0,0.0
21555,0,0.2481705939999999,31,0,0.280494456,5500.0,22,0,0,0,0.0
137160,0,0.023276485,40,1,1.151616128,3000.0,8,0,2,0,2.0
100684,0,0.909304535,46,0,0.3347732179999999,8333.0,5,0,2,0,4.0
67348,0,0.038968381,77,0,0.0790400909999999,10500.0,19,0,1,0,0.0
83410,0,0.789249147,32,1,0.5258685329999999,4000.0,7,0,1,1,4.0
111259,0,0.390093211,42,0,1.072595705,4283.0,14,0,2,0,0.0
118241,0,0.579910091,48,2,0.893377759,2400.0,19,1,1,0,2.0
58107,0,0.1961130329999999,47,0,0.012321228,47965.0,4,0,0,0,5.0
88815,0,0.8778684669999999,47,0,0.359574676,10250.0,10,0,2,0,2.0
87702,0,0.0935063869999999,43,0,0.392428596,5916.0,11,0,2,0,0.0
67204,0,0.9448197370000002,60,0,0.545379402,6048.0,17,0,2,0,0.0
105391,0,0.668834185,58,0,0.246862785,14582.0,11,0,2,0,2.0
3298,0,0.038600188,47,0,0.308892148,7500.0,14,0,1,0,2.0
48206,0,0.0,47,0,0.6803081979999999,7916.0,10,0,3,0,3.0
49971,0,0.01355749,57,0,0.352801894,3800.0,20,0,1,0,2.0
119211,1,1.803986711,27,1,0.382340691,2400.0,2,4,0,0,3.0
34054,0,0.598404072,40,0,0.182876652,11422.0,8,0,1,0,1.0
147792,0,0.8710070709999999,29,3,0.026014366,5150.0,3,0,0,0,0.0
32576,0,0.000270265,35,0,0.461507698,5000.0,13,0,1,0,1.0
85798,0,0.25001875,51,0,0.271490071,7200.0,15,0,1,0,1.0
87118,0,0.506505415,39,0,0.3264391589999999,2900.0,8,0,0,0,2.0
49561,1,0.9435215950000002,51,2,0.4626777249999999,3375.0,3,1,0,1,0.0
79609,0,0.6832176979999999,43,0,0.170753237,10195.0,5,0,0,0,0.0
110011,0,0.9999999,56,0,0.478821363,3800.0,2,0,1,0,1.0
58281,0,0.0496081199999999,57,0,1.245573958,1750.0,21,0,1,0,2.0
11173,0,0.4919083639999999,50,0,0.207266263,18000.0,12,1,1,0,2.0
34571,0,0.0,43,0,0.50275679,4896.0,12,0,2,0,2.0
139677,0,0.8651329159999998,44,1,0.3966508369999999,4000.0,3,0,1,0,3.0
14033,0,0.1343733699999999,47,0,0.207791457,17300.0,6,0,2,0,4.0
36379,0,0.0293735879999999,52,0,0.146672703,4417.0,8,0,0,0,0.0
86290,0,0.023058267,59,0,0.200376884,6367.0,8,0,0,0,1.0
43407,0,0.9999999,22,3,0.162918541,2000.0,3,1,0,0,1.0
148419,0,0.0,22,0,0.0,1500.0,2,0,0,0,0.0
138725,1,0.968342127,33,0,1.409415121,700.0,5,0,0,1,2.0
126948,0,0.019566014,41,0,0.245473154,6350.0,5,0,1,0,3.0
74515,0,0.0,51,0,1.340847119,5500.0,15,0,2,0,3.0
27031,0,0.110583625,60,0,1471.0,0.0,7,0,1,0,3.0
82762,0,0.000999962,45,0,0.196169228,4750.0,2,0,1,0,0.0
12354,0,0.086106028,56,0,0.239054353,14000.0,5,1,1,0,0.0
24024,0,0.280831963,49,0,0.3418696279999999,5583.0,12,0,1,0,0.0
38891,0,0.0,67,0,0.0,1890.0,5,0,0,0,0.0
68994,0,0.1290046709999999,65,0,0.346807599,7000.0,4,0,1,0,1.0
64737,0,0.502473829,34,0,0.1515388219999999,6400.0,8,0,0,0,3.0
143336,0,0.049047548,39,0,0.230183454,8666.0,3,0,2,0,0.0
102213,0,0.5557777459999999,58,0,0.216912388,5900.0,2,0,1,0,2.0
144739,0,3.643178411,30,0,0.180626527,4500.0,3,0,0,0,0.0
75367,0,0.210093311,73,0,0.093229216,10500.0,15,0,0,0,0.0
103227,0,0.559705469,49,0,0.319796954,6500.0,9,0,0,0,3.0
58341,0,0.9999999,33,0,0.203409759,1700.0,1,0,0,1,0.0
56180,0,0.950539928,36,0,5.331114809,600.0,5,0,2,0,3.0
22217,0,0.115090353,37,0,0.3451099899999999,10500.0,14,0,2,0,0.0
12506,0,0.1079289539999999,46,0,0.6623486339999999,3550.0,7,0,2,0,2.0
34656,1,0.594405594,39,1,0.537291042,4665.0,6,0,1,0,4.0
133026,0,0.184173731,42,0,0.236475063,4731.0,6,0,0,0,2.0
94747,0,0.6452795599999999,26,0,0.15516815,8087.0,14,0,0,0,1.0
55884,0,0.1042953509999999,72,0,0.594677742,6500.0,10,0,2,0,0.0
608,0,0.0956347879999999,36,0,0.1752669039999999,2247.0,4,0,0,0,1.0
107744,0,0.848349297,45,0,0.368921861,12400.0,14,0,2,0,2.0
145931,0,1.694922031,35,0,0.018553689,6844.0,5,0,0,0,2.0
5218,0,0.05629659,50,0,0.117674392,17216.0,11,0,1,0,1.0
108659,1,0.9999999,58,0,0.0040617379999999,3692.0,0,0,0,0,3.0
143349,0,0.005562133,76,0,0.140318401,2700.0,8,0,0,0,0.0
116421,0,0.209953463,52,0,0.304677623,8700.0,12,0,2,0,0.0
49793,0,0.8837569349999999,30,0,0.6065211379999998,3618.0,8,0,1,0,2.0
122232,0,0.9999999,56,0,0.0,3224.0,0,2,0,0,2.0
57362,0,0.213906491,48,0,0.413998807,5028.0,16,0,1,0,1.0
116861,0,0.2746468619999999,37,0,0.922651934,2533.0,10,0,1,0,3.0
27293,0,0.0575471229999999,40,0,0.246459481,5083.0,7,0,2,0,0.0
31267,0,0.1648574939999999,56,0,0.524704456,3298.0,6,0,1,0,0.0
62778,0,0.650705674,44,0,0.3310901749999999,5200.0,10,0,2,0,1.0
93814,0,0.567779435,30,0,0.230002693,7425.0,9,0,1,0,0.0
41779,0,0.019810799,62,0,0.372231289,8577.0,9,0,3,0,2.0
35615,0,0.672041571,57,0,0.320203469,15333.0,6,0,1,0,1.0
100864,0,0.356772002,30,0,0.155351937,2400.0,5,0,0,0,2.0
149228,0,0.023458973,65,0,0.24248,12499.0,11,0,2,0,0.0
111683,0,0.556494864,28,2,0.171746493,6200.0,7,1,0,0,0.0
83204,0,0.0,51,1,0.383154211,4000.0,13,1,2,0,0.0
53406,0,0.0,29,0,0.01386297,3750.0,5,0,0,0,0.0
149816,0,0.024897418,75,0,0.1675191819999999,4691.0,15,0,1,0,0.0
99269,0,0.00149985,50,2,1.719101124,800.0,14,0,1,1,3.0
64816,0,0.0024901749999999,38,0,0.198121821,7666.0,10,0,0,0,0.0
85274,0,0.3825417199999999,67,0,0.4691358020000001,1700.0,4,0,1,0,0.0
36287,0,0.7289815890000001,36,1,0.777189888,1700.0,6,0,1,0,0.0
49898,0,0.7196189579999999,78,0,0.851276915,3993.0,19,0,2,0,0.0
96904,0,0.0033937339999999,44,0,0.359697845,4500.0,6,0,1,0,1.0
39778,0,0.045604195,51,0,0.233267645,13700.0,5,0,1,0,2.0
146614,0,0.012455368,68,0,0.0063046569999999,4916.0,9,0,0,0,1.0
46505,0,0.024228861,51,0,0.277594031,13000.0,13,0,1,1,1.0
38174,0,0.903177677,76,1,0.372604566,6000.0,9,0,0,0,0.0
33658,0,0.285149246,74,0,3742.0,0.0,31,0,2,0,0.0
18229,0,0.0,52,0,0.131971466,3083.0,5,0,0,0,1.0
87812,0,0.9999999,45,0,0.0634894179999999,6000.0,2,1,0,1,0.0
800,1,0.962946947,50,0,0.68127587,4106.0,8,0,1,1,0.0
82834,0,0.088799922,47,0,0.8962006909999999,5500.0,14,0,1,0,0.0
129398,0,0.009199947,57,0,1.444622151,2500.0,13,0,2,0,0.0
81808,0,0.0077007209999999,85,0,0.0030293849999999,3300.0,7,0,0,0,0.0
10883,0,0.743558727,45,1,0.152570481,6029.0,5,0,0,0,0.0
37731,0,0.010520195,70,0,0.0082170339999999,7666.0,11,0,0,0,0.0
132636,0,0.004084466,62,0,0.007328448,1500.0,6,0,0,0,0.0
116984,0,0.198134881,37,0,0.305521609,9000.0,32,0,2,0,1.0
1444,0,0.209546792,39,0,0.100164204,2435.0,12,0,0,0,0.0
27155,0,0.9999999,49,1,0.0747014879999999,17000.0,2,0,1,0,1.0
112756,0,0.9999999,23,0,0.095113764,2680.0,3,0,0,0,0.0
81760,0,0.673817505,59,1,0.736974882,9116.0,12,0,4,0,0.0
61572,0,0.810380874,52,0,0.7745500469999999,3166.0,7,0,1,0,0.0
145093,0,0.0,25,0,0.0,6000.0,5,0,0,0,0.0
129470,1,0.6871761979999998,42,0,0.874524112,6303.0,11,0,3,0,1.0
24227,0,0.9999999,32,0,0.147469459,1145.0,1,1,0,0,0.0
142748,0,0.023282026,60,0,0.132669757,7333.0,13,0,1,0,1.0
69047,0,0.133724418,44,0,0.259474278,6200.0,9,0,2,0,2.0
21719,0,0.409379062,60,0,0.154406513,7000.0,12,0,0,0,0.0
23158,0,0.0028194959999999,63,0,0.3920495119999999,4200.0,5,0,1,0,0.0
40677,0,0.031426909,28,0,2.265306122,734.0,8,0,2,0,0.0
131473,0,0.9999999,55,0,0.713043478,574.0,1,0,0,0,1.0
74208,0,0.440834485,29,0,335.0,1.0,15,0,0,0,2.0
68624,1,0.9999999,49,3,0.2565666839999999,5900.0,3,7,1,1,2.0
132932,0,0.262115859,31,0,0.311170213,375.0,1,0,0,0,0.0
66747,1,0.3455155039999999,47,0,0.6013456689999999,10700.0,11,0,3,0,0.0
14010,0,0.9308562010000002,57,0,0.3849124609999999,3883.0,3,0,1,0,0.0
134700,0,0.0,50,0,0.320997835,9700.0,9,0,2,0,0.0
94026,0,0.022765864,57,0,0.162687887,7916.0,3,0,1,0,0.0
6336,0,0.9999999,46,0,0.0,1900.0,0,0,0,0,4.0
140760,0,0.0,49,0,1.4492753619999998,2000.0,5,0,2,0,0.0
59287,0,0.296450592,52,0,1577.0,0.0,5,0,2,0,2.0
146317,0,0.0993106579999999,68,0,0.1790049819999999,14250.0,10,0,1,0,0.0
61581,0,0.0379805679999999,40,0,0.1745314589999999,5975.0,8,0,0,0,0.0
116442,0,0.003504816,58,0,1.507713404,2916.0,20,0,1,0,1.0
147103,0,0.0788569859999999,60,2,0.7667185069999999,4500.0,19,0,2,0,0.0
93201,0,0.0315828699999999,72,0,0.0436774259999999,9386.0,11,0,1,0,0.0
56695,0,0.1029072449999999,41,0,0.088568935,4583.0,3,0,0,0,1.0
68367,0,0.9999999,84,0,0.165983402,10000.0,3,0,1,0,0.0
144039,0,0.997250137,41,0,0.535699546,4845.0,3,0,0,0,1.0
28071,0,0.073245022,37,0,0.5014283769999999,7350.0,9,0,3,0,0.0
60861,0,0.1933340349999999,58,0,0.5532646049999999,3200.0,30,0,2,0,0.0
61349,0,0.648947951,37,0,0.7480325119999999,7750.0,11,0,3,0,2.0
148076,0,0.153156345,46,0,0.249297095,3200.0,23,0,0,0,0.0
12163,0,0.17928419,51,1,0.4015350429999999,9901.0,17,0,2,0,2.0
46626,0,0.051653359,66,0,0.201964902,13333.0,12,0,1,0,0.0
17777,0,0.377035133,37,1,0.017992803,2500.0,4,0,0,0,2.0
6050,0,0.659856553,40,0,643.0,0.0,9,0,0,2,0.0
130687,1,0.9999999,51,0,0.3061921009999999,2050.0,3,0,0,0,0.0
77802,0,0.49190819,44,0,0.185810306,6694.0,5,0,1,0,0.0
119308,0,0.007413458,75,0,0.394094431,6840.0,17,0,1,0,1.0
79128,0,0.0,62,0,0.757760195,1642.0,7,0,1,0,0.0
113873,0,0.373863266,48,0,0.259606373,3200.0,6,0,0,0,0.0
76948,0,0.155693344,58,0,0.157625384,11723.0,4,0,1,0,0.0
4845,0,0.6040390479999999,39,0,0.4470789889999999,7000.0,8,0,2,0,4.0
61739,0,0.3913721729999999,50,0,0.079297452,11500.0,10,0,0,0,1.0
126440,0,0.369526095,63,0,0.0237401079999999,2400.0,3,0,0,0,0.0
140153,0,0.154295079,67,0,0.0317039429999999,8673.0,6,0,0,0,0.0
43544,0,0.495860279,41,0,0.587319452,5330.0,14,0,2,0,2.0
42130,0,0.412198475,24,0,0.241594996,2557.0,4,0,0,0,0.0
30657,1,0.0,29,0,0.4688628409999999,18000.0,12,0,5,0,0.0
134356,0,0.18586056,65,0,0.965273151,12007.0,16,0,2,0,1.0
97193,0,0.311260499,66,0,0.685012401,8466.0,15,0,3,0,0.0
139821,0,0.8101341579999999,50,1,0.263085636,5826.0,5,0,1,3,2.0
134220,0,0.136149924,32,0,0.0998160069999999,6521.0,8,0,0,0,0.0
114031,0,0.0,47,0,0.7164576209999999,2630.0,4,0,2,0,2.0
8431,0,0.025167538,33,0,0.160262418,3200.0,8,0,1,0,0.0
131650,0,0.212893553,41,0,0.118631032,5200.0,5,0,0,0,0.0
137053,0,0.0,94,0,0.0,10000.0,2,0,0,0,1.0
42194,0,0.8886271719999999,44,1,0.106489351,10000.0,4,0,0,0,1.0
80367,0,0.9999999,53,0,0.187660041,8200.0,1,0,1,0,1.0
34860,1,0.2771653049999999,56,1,0.381073088,4733.0,10,0,1,0,0.0
55637,0,0.821303737,49,0,0.347539066,11966.0,7,0,1,0,1.0
19650,0,0.4613119319999999,56,1,0.8434732929999998,3500.0,9,0,1,0,0.0
93279,0,0.5136024029999999,39,0,0.397221345,3166.0,18,0,1,0,0.0
26645,0,0.0686997599999999,42,1,0.3542452289999999,8750.0,7,0,2,0,2.0
36963,0,0.0718106429999999,54,0,0.106902519,5200.0,10,0,0,0,0.0
128144,0,0.008066129,72,0,0.0011995199999999,2500.0,3,0,0,0,0.0
10501,0,0.329247548,41,0,0.387843258,3240.0,13,0,0,0,4.0
44211,0,0.000973994,70,0,0.0,2083.0,10,0,0,0,0.0
79672,0,0.964711072,24,0,0.184915947,2200.0,6,0,0,0,1.0
7326,0,1.119581671,38,0,0.4326617179999999,6600.0,7,0,1,0,0.0
144074,0,0.020065329,51,0,0.344149389,14083.0,5,0,2,0,2.0
60425,0,0.649540292,29,0,0.638247591,5500.0,9,0,2,0,1.0
2673,0,0.8682216609999999,41,1,0.6435471889999999,4036.0,9,3,0,4,1.0
99749,0,0.4077087389999999,58,0,0.585458492,5528.0,23,0,2,0,1.0
143850,0,0.149073504,51,0,0.169962231,4500.0,6,0,0,0,3.0
148031,0,0.0048171159999999,56,0,0.155743168,4500.0,11,0,0,0,0.0
74395,0,0.120418848,40,2,0.7117023129999999,5750.0,11,1,2,0,1.0
19696,0,0.1270272799999999,73,0,0.1745134969999999,1592.0,5,0,1,0,0.0
134323,0,0.3869396949999999,65,0,0.3587863979999999,9821.0,13,0,1,0,1.0
129772,0,0.2003201779999999,46,0,0.429335181,20200.0,7,0,5,0,2.0
145721,0,0.9999999,34,0,1.464701319,1288.0,3,0,1,0,1.0
129304,0,0.0636519659999999,39,0,0.059237079,7680.0,3,0,0,0,3.0
42643,0,0.3714442670000001,47,0,0.412794001,8800.0,17,0,2,0,0.0
138958,0,0.030740849,47,0,0.3544319289999999,8167.0,7,0,2,0,1.0
114854,0,0.036457574,80,0,0.013596374,3750.0,4,0,0,0,1.0
45525,0,0.365781711,66,0,0.257751449,7933.0,6,0,1,0,0.0
6171,1,0.0004053509999999,34,0,0.4370445689999999,5900.0,10,0,2,0,2.0
82529,0,0.461054962,47,0,0.2540617749999999,5600.0,7,0,1,0,4.0
107508,0,0.0047855429999999,46,0,0.6819199429999999,11166.0,15,0,9,0,2.0
107158,0,0.419336666,39,0,0.230285438,6200.0,4,0,2,0,1.0
132314,1,0.771467572,47,2,0.268178546,8333.0,9,0,0,0,1.0
13454,0,0.045288557,62,0,0.5684220549999999,10500.0,12,0,2,0,0.0
96631,0,0.923456865,43,0,0.2272291469999999,7300.0,4,0,1,0,0.0
120673,0,0.79480602,57,1,0.329924967,13593.0,12,0,2,0,2.0
4497,0,0.874833555,42,0,0.5137446549999999,3273.0,6,2,0,0,2.0
132269,0,0.687784977,39,0,0.5190839689999999,4846.0,4,0,1,0,2.0
64899,0,0.0,82,0,0.006665278,4800.0,8,0,0,0,0.0
131603,0,0.033654851,51,0,0.0084475999999999,8167.0,13,0,0,0,1.0
10432,0,0.0808080809999999,31,0,0.8677830540000002,4000.0,8,0,2,0,2.0
26109,0,0.631032494,43,1,0.363545485,3000.0,7,0,0,0,0.0
28471,0,0.132386819,53,0,0.0648983779999999,40000.0,11,0,2,0,1.0
44139,0,0.054458594,54,0,0.1633472669999999,12200.0,14,0,1,0,1.0
140166,0,0.105978326,37,0,0.4412786659999999,8633.0,7,0,2,0,2.0
59596,0,0.150133428,68,1,0.3185090389999999,6250.0,17,0,1,0,1.0
93572,0,0.016721913,70,0,0.074228124,6250.0,3,0,1,0,0.0
17614,0,0.809587217,69,0,0.035700935,5349.0,3,0,0,0,0.0
144899,1,0.9999999,58,0,0.004774694,3350.0,0,1,0,1,2.0
149675,0,0.417129144,37,0,0.315640363,12000.0,4,0,2,0,2.0
147003,0,0.421915617,61,0,0.1067057399999999,5800.0,4,0,0,0,0.0
65295,1,0.307432836,57,0,0.3357915129999999,16000.0,14,0,2,0,2.0
80877,0,0.0031474659999999,67,0,0.2719224989999999,5986.0,12,0,3,0,0.0
67798,0,0.4440747159999999,67,0,0.355878424,5987.0,10,0,1,0,0.0
15387,0,0.9999999,33,0,0.0180443789999999,4100.0,1,1,0,0,3.0
71015,0,0.2472933659999999,54,0,0.586531008,10319.0,13,0,3,0,1.0
3524,0,0.1674125089999999,49,1,0.076581247,6750.0,10,0,0,0,0.0
40548,0,0.0116471249999999,73,0,0.0560943909999999,10000.0,19,0,0,0,1.0
58082,0,0.0481894819999999,33,0,0.2181509339999999,4120.0,7,0,1,0,3.0
21199,1,0.368844033,52,1,0.0786620289999999,9775.0,8,0,0,3,0.0
101806,0,0.0317618029999999,28,1,262.5,1.0,12,0,0,0,2.0
67999,0,0.0501287919999999,75,0,0.25586046,9000.0,21,0,1,0,1.0
59490,0,0.217805257,42,0,0.4350166620000001,3900.0,7,0,2,0,1.0
13233,0,0.903202189,65,1,0.3713134269999999,5458.0,10,0,1,0,0.0
3602,0,0.003999917,70,0,0.169478815,8000.0,8,0,1,0,1.0
111714,0,0.0386396099999999,53,0,0.304339385,10300.0,10,0,1,0,0.0
57862,0,0.629229766,54,0,2.298507463,200.0,6,0,0,0,1.0
122365,0,0.0426852929999999,45,0,0.3863764519999999,8866.0,19,0,2,0,1.0
70308,0,0.176549017,48,0,0.5460534049999999,8500.0,18,0,2,0,0.0
73016,0,0.555568253,50,0,0.8354509479999997,4800.0,7,0,1,0,0.0
78669,0,0.012701558,33,0,0.602615028,6041.0,4,0,2,0,1.0
47289,0,0.002952287,46,0,0.303913168,3500.0,7,0,1,0,3.0
133537,0,0.9999999,35,0,0.7035991529999999,4250.0,8,0,2,0,0.0
53245,0,0.101103823,35,1,0.3555527609999999,7950.0,5,0,2,0,4.0
25763,0,0.028289977,56,0,0.131979695,6500.0,16,0,2,0,0.0
70710,0,0.17683466,49,0,0.03616064,6000.0,5,0,0,0,0.0
90126,0,0.239768588,39,2,0.3956007329999999,6000.0,10,0,1,0,1.0
44529,0,0.0,44,0,0.0175185989999999,4166.0,3,0,0,0,2.0
110932,0,0.0,65,0,2.550224888,666.0,8,0,1,0,0.0
62294,0,0.323449016,48,0,0.324907575,11630.0,17,0,1,0,1.0
81078,0,0.716294329,34,0,0.189787758,3250.0,6,0,0,0,0.0
146708,0,0.353638175,43,0,0.3673977669999999,12446.0,11,0,2,0,3.0
76539,0,0.036971679,60,0,0.2082326469999999,12000.0,6,0,1,0,0.0
92884,0,0.063221043,65,0,0.875936719,1200.0,4,0,1,0,0.0
118500,0,0.2245003469999999,64,0,0.625175668,4980.0,9,0,1,0,0.0
116781,0,0.9999999,52,3,0.259595416,13000.0,3,1,2,0,2.0
117988,0,0.340881387,50,0,0.186261803,5400.0,7,0,1,0,2.0
50354,0,0.003214204,59,0,0.0596838879999999,4238.0,5,0,0,0,0.0
25150,0,0.048683894,56,0,0.4380426199999999,3800.0,11,0,1,0,0.0
19113,0,0.9999999,70,0,0.461732222,5160.0,8,0,1,0,0.0
133013,0,0.4207019759999999,62,0,0.449710058,5000.0,19,0,2,0,0.0
65156,0,0.39740065,28,1,0.1556379039999999,1888.0,3,0,0,1,0.0
100239,0,0.359205032,61,0,0.4563897320000001,7245.0,11,0,1,0,1.0
129497,1,0.8601747819999999,50,2,0.39433062,7125.0,8,13,3,0,1.0
64020,0,0.191739119,57,5,0.589037123,6895.0,19,0,2,0,0.0
9541,0,0.0,39,0,0.195527679,11000.0,6,0,2,0,2.0
42844,0,0.0199996399999999,57,0,0.3615259399999999,14128.0,12,0,2,0,1.0
147112,0,0.6676226439999999,47,0,0.7149859309999999,11016.0,20,0,2,0,0.0
85343,0,0.023574411,72,0,0.0047994509999999,5833.0,3,0,0,0,0.0
36253,0,0.000291537,41,0,0.278622956,14000.0,10,0,2,0,3.0
27189,0,0.7388502479999999,33,0,0.592112631,12500.0,19,0,3,0,3.0
99914,0,0.6527622659999999,40,0,0.1286569719999999,5844.0,5,0,0,0,0.0
145591,0,0.2165435249999999,38,0,0.532697548,2201.0,13,0,0,0,0.0
26737,0,0.4038384649999999,58,0,0.627249357,3500.0,9,0,1,0,0.0
51281,0,0.022366071,66,0,0.004285306,10500.0,10,0,0,0,0.0
11775,0,0.3857465920000001,62,0,0.606185842,7500.0,16,0,1,0,3.0
26707,0,0.0411749829999999,56,0,0.3567251459999999,5300.0,8,0,1,0,2.0
56414,0,0.0626236949999999,38,0,0.044407979,19500.0,7,0,0,0,2.0
35023,1,0.619591259,76,0,0.39610065,6000.0,12,0,1,1,2.0
133737,0,0.0078664809999999,72,0,0.347489949,9700.0,22,0,3,0,0.0
120919,0,0.004401806,62,0,0.272440581,13000.0,15,0,2,0,1.0
121878,0,0.111534341,27,0,0.27817879,1800.0,4,0,0,0,0.0
29938,0,0.026201979,68,0,0.4407425039999999,2100.0,10,0,1,0,0.0
2545,0,0.095965505,52,3,0.1890971039999999,13500.0,11,0,2,0,1.0
104008,0,0.940108893,33,0,0.064393561,10000.0,3,1,0,0,1.0
